Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Amazon_TestSuite_Login_001,Chrome 121.0.0.0,,,05-02-2024 18:41:34,05-02-2024 18:41:34,0.000s,SKIPPED
